,ward_id,ward_name,timestamp,occupancy,occupancy_rate,queue
71,005,Ward_3,2019-10-04 09:00:00.000000,40,0.5,0
72,005,Ward_3,2019-10-04 09:00:00.000000,41,0.51,0
73,005,Ward_3,2019-10-04 09:00:00.000000,42,0.53,0
74,005,Ward_3,2019-10-04 09:00:00.000000,43,0.54,0
75,005,Ward_3,2019-10-04 09:00:00.000000,44,0.55,0
76,005,Ward_3,2019-10-04 09:00:00.000000,45,0.56,0
77,005,Ward_3,2019-10-04 09:00:00.000000,46,0.57,0
78,005,Ward_3,2019-10-04 09:00:00.000000,47,0.59,0
79,005,Ward_3,2019-10-04 09:00:00.000000,48,0.6,0
80,007,Ward_5,2019-10-04 09:00:00.000000,1,0.03,0
81,007,Ward_5,2019-10-04 09:00:00.000000,2,0.06,0
82,007,Ward_5,2019-10-04 09:00:00.000000,3,0.09,0
83,007,Ward_5,2019-10-04 09:00:00.000000,4,0.11,0
84,007,Ward_5,2019-10-04 09:00:00.000000,5,0.14,0
85,007,Ward_5,2019-10-04 09:00:00.000000,6,0.17,0
86,007,Ward_5,2019-10-04 09:00:00.000000,7,0.2,0
87,007,Ward_5,2019-10-04 09:00:00.000000,8,0.23,0
88,007,Ward_5,2019-10-04 09:00:00.000000,9,0.26,0
89,007,Ward_5,2019-10-04 09:00:00.000000,10,0.29,0
90,007,Ward_5,2019-10-04 09:00:00.000000,11,0.31,0
91,007,Ward_5,2019-10-04 09:00:00.000000,12,0.34,0
92,007,Ward_5,2019-10-04 09:00:00.000000,13,0.37,0
93,007,Ward_5,2019-10-04 09:00:00.000000,14,0.4,0
94,007,Ward_5,2019-10-04 09:00:00.000000,15,0.43,0
95,007,Ward_5,2019-10-04 09:00:00.000000,16,0.46,0
96,007,Ward_5,2019-10-04 09:00:00.000000,17,0.49,0
97,007,Ward_5,2019-10-04 09:00:00.000000,18,0.51,0
98,007,Ward_5,2019-10-04 09:00:00.000000,19,0.54,0
99,007,Ward_5,2019-10-04 09:00:00.000000,20,0.57,0
100,007,Ward_5,2019-10-04 09:00:00.000000,21,0.6,0
101,007,Ward_5,2019-10-04 09:00:00.000000,22,0.63,0
102,007,Ward_5,2019-10-04 09:00:00.000000,23,0.66,0
103,007,Ward_5,2019-10-04 09:00:00.000000,24,0.69,0
104,007,Ward_5,2019-10-04 09:00:00.000000,25,0.71,0
105,007,Ward_5,2019-10-04 09:00:00.000000,26,0.74,0
106,007,Ward_5,2019-10-04 09:00:00.000000,27,0.77,0
107,007,Ward_5,2019-10-04 09:00:00.000000,28,0.8,0
108,007,Ward_5,2019-10-04 09:00:00.000000,29,0.83,0
109,007,Ward_5,2019-10-04 09:00:00.000000,30,0.86,0
110,007,Ward_5,2019-10-04 09:00:00.000000,31,0.89,0
111,007,Ward_5,2019-10-04 09:00:00.000000,32,0.91,0
112,007,Ward_5,2019-10-04 09:00:00.000000,33,0.94,0
113,007,Ward_5,2019-10-04 09:00:00.000000,34,0.97,0
114,007,Ward_5,2019-10-04 09:00:00.000000,35,1.0,0
115,007,Ward_5,2019-10-04 09:00:00.000000,35,1.0,1
116,007,Ward_5,2019-10-04 09:00:00.000000,35,1.0,2
117,007,Ward_5,2019-10-04 09:00:00.000000,35,1.0,3
118,007,Ward_5,2019-10-04 09:00:00.000000,35,1.0,4
119,007,Ward_5,2019-10-04 09:00:00.000000,35,1.0,5
120,008,Ward_6,2019-10-04 09:00:00.000000,1,0.05,0
121,008,Ward_6,2019-10-04 09:00:00.000000,2,0.1,0
122,008,Ward_6,2019-10-04 09:00:00.000000,3,0.15,0
123,008,Ward_6,2019-10-04 09:00:00.000000,4,0.2,0
124,008,Ward_6,2019-10-04 09:00:00.000000,5,0.25,0
125,008,Ward_6,2019-10-04 09:00:00.000000,6,0.3,0
126,008,Ward_6,2019-10-04 09:00:00.000000,7,0.35,0
127,008,Ward_6,2019-10-04 09:00:00.000000,8,0.4,0
128,008,Ward_6,2019-10-04 09:00:00.000000,9,0.45,0
129,008,Ward_6,2019-10-04 09:00:00.000000,10,0.5,0
130,008,Ward_6,2019-10-04 09:00:00.000000,11,0.55,0
131,008,Ward_6,2019-10-04 09:00:00.000000,12,0.6,0
132,008,Ward_6,2019-10-04 09:00:00.000000,13,0.65,0
133,008,Ward_6,2019-10-04 09:00:00.000000,14,0.7,0
134,008,Ward_6,2019-10-04 09:00:00.000000,15,0.75,0
135,008,Ward_6,2019-10-04 09:00:00.000000,16,0.8,0
136,008,Ward_6,2019-10-04 09:00:00.000000,17,0.85,0
137,008,Ward_6,2019-10-04 09:00:00.000000,18,0.9,0
138,008,Ward_6,2019-10-04 09:00:00.000000,19,0.95,0
139,008,Ward_6,2019-10-04 09:00:00.000000,20,1.0,0
140,008,Ward_6,2019-10-04 09:00:00.000000,20,1.0,1
141,008,Ward_6,2019-10-04 09:00:00.000000,20,1.0,2
142,008,Ward_6,2019-10-04 09:00:00.000000,20,1.0,3
143,008,Ward_6,2019-10-04 09:00:00.000000,20,1.0,4
144,008,Ward_6,2019-10-04 09:00:00.000000,20,1.0,5
145,008,Ward_6,2019-10-04 09:00:00.000000,20,1.0,6
146,001,A_and_E,2019-10-04 09:00:00.000000,1,0.02,0
147,001,A_and_E,2019-10-04 09:19:00.000000,2,0.04,0
148,002,Elective,2019-10-04 09:28:00.000000,1,0.04,0
149,001,A_and_E,2019-10-04 09:33:00.000000,3,0.06,0
150,002,Elective,2019-10-04 09:46:00.000000,2,0.08,0
151,001,A_and_E,2019-10-04 10:20:00.000000,4,0.08,0
152,001,A_and_E,2019-10-04 10:31:00.000000,5,0.1,0
153,003,Ward_1,2019-10-04 10:33:10.334243,1,0.02,0
154,001,A_and_E,2019-10-04 10:33:10.334243,4,0.08,0
155,005,Ward_3,2019-10-04 10:37:15.093720,47,0.59,0
156,004,Ward_2,2019-10-04 10:39:01.250828,31,0.52,0
157,005,Ward_3,2019-10-04 10:40:30.934060,46,0.57,0
158,005,Ward_3,2019-10-04 10:41:28.172683,45,0.56,0
159,004,Ward_2,2019-10-04 10:42:11.956967,30,0.5,0
160,007,Ward_5,2019-10-04 10:42:52.302639,34,0.97,5
161,007,Ward_5,2019-10-04 10:43:10.820929,34,0.97,4
162,005,Ward_3,2019-10-04 10:44:07.644301,44,0.55,0
163,005,Ward_3,2019-10-04 10:46:08.384307,43,0.54,0
164,005,Ward_3,2019-10-04 10:46:35.793752,42,0.53,0
165,007,Ward_5,2019-10-04 10:47:52.974424,34,0.97,3
166,005,Ward_3,2019-10-04 10:48:15.402899,41,0.51,0
167,005,Ward_3,2019-10-04 10:48:17.488456,40,0.5,0
168,005,Ward_3,2019-10-04 10:49:00.540848,39,0.49,0
169,007,Ward_5,2019-10-04 10:49:07.704310,34,0.97,2
170,007,Ward_5,2019-10-04 10:49:18.788356,34,0.97,1
171,005,Ward_3,2019-10-04 10:49:22.035129,38,0.47,0
172,005,Ward_3,2019-10-04 10:49:32.602195,37,0.46,0
173,005,Ward_3,2019-10-04 10:49:50.099265,36,0.45,0
174,008,Ward_6,2019-10-04 10:49:50.943577,19,0.95,6
175,005,Ward_3,2019-10-04 10:50:00.908418,35,0.44,0
176,007,Ward_5,2019-10-04 10:50:25.348388,34,0.97,0
177,005,Ward_3,2019-10-04 10:50:49.168140,34,0.42,0
178,004,Ward_2,2019-10-04 10:51:00.255253,29,0.48,0
179,004,Ward_2,2019-10-04 10:51:14.505721,28,0.47,0
180,004,Ward_2,2019-10-04 10:51:27.391672,27,0.45,0
181,004,Ward_2,2019-10-04 10:51:35.959210,26,0.43,0
182,007,Ward_5,2019-10-04 10:51:37.479481,33,0.94,0
183,005,Ward_3,2019-10-04 10:51:49.588216,33,0.41,0
184,007,Ward_5,2019-10-04 10:52:06.810433,32,0.91,0
185,005,Ward_3,2019-10-04 10:52:40.723371,32,0.4,0
186,008,Ward_6,2019-10-04 10:53:14.300227,19,0.95,5
187,007,Ward_5,2019-10-04 10:53:17.791915,31,0.89,0
188,004,Ward_2,2019-10-04 10:53:36.618835,25,0.42,0
189,008,Ward_6,2019-10-04 10:53:39.127692,19,0.95,4
190,005,Ward_3,2019-10-04 10:54:17.504169,31,0.39,0
191,004,Ward_2,2019-10-04 10:54:23.327986,24,0.4,0
192,004,Ward_2,2019-10-04 10:54:46.302488,23,0.38,0
193,005,Ward_3,2019-10-04 10:54:50.667599,30,0.38,0
194,005,Ward_3,2019-10-04 10:54:55.264978,29,0.36,0
195,005,Ward_3,2019-10-04 10:54:59.749217,28,0.35,0
196,005,Ward_3,2019-10-04 10:55:00.405120,27,0.34,0
197,004,Ward_2,2019-10-04 10:55:16.540320,22,0.37,0
198,005,Ward_3,2019-10-04 10:55:56.242732,26,0.33,0
199,007,Ward_5,2019-10-04 10:56:46.361487,30,0.86,0
200,007,Ward_5,2019-10-04 10:56:49.092225,29,0.83,0
201,005,Ward_3,2019-10-04 10:57:35.459663,25,0.31,0
202,005,Ward_3,2019-10-04 10:57:45.789375,24,0.3,0
203,008,Ward_6,2019-10-04 10:57:47.591987,19,0.95,3
204,005,Ward_3,2019-10-04 10:57:49.410818,23,0.29,0
205,004,Ward_2,2019-10-04 10:57:55.049438,21,0.35,0
206,005,Ward_3,2019-10-04 10:58:05.195179,22,0.28,0
207,007,Ward_5,2019-10-04 10:58:10.490385,28,0.8,0
208,008,Ward_6,2019-10-04 10:58:12.380431,19,0.95,2
209,007,Ward_5,2019-10-04 10:58:14.592829,27,0.77,0
210,005,Ward_3,2019-10-04 10:58:18.606470,21,0.26,0
211,005,Ward_3,2019-10-04 10:58:21.464686,20,0.25,0
212,004,Ward_2,2019-10-04 10:58:25.471067,20,0.33,0
213,007,Ward_5,2019-10-04 10:58:27.923868,26,0.74,0
214,004,Ward_2,2019-10-04 10:58:31.798231,19,0.32,0
215,004,Ward_2,2019-10-04 10:58:48.324429,18,0.3,0
216,007,Ward_5,2019-10-04 10:59:05.808692,25,0.71,0
217,004,Ward_2,2019-10-04 10:59:07.134815,17,0.28,0
218,004,Ward_2,2019-10-04 10:59:08.358856,16,0.27,0
219,005,Ward_3,2019-10-04 10:59:14.498893,19,0.24,0
220,004,Ward_2,2019-10-04 10:59:23.049804,15,0.25,0
221,007,Ward_5,2019-10-04 10:59:52.548869,24,0.69,0
222,004,Ward_2,2019-10-04 11:00:15.558991,14,0.23,0
223,007,Ward_5,2019-10-04 11:00:27.498296,23,0.66,0
224,007,Ward_5,2019-10-04 11:00:29.794644,22,0.63,0
225,004,Ward_2,2019-10-04 11:00:30.084706,13,0.22,0
226,005,Ward_3,2019-10-04 11:00:37.278423,18,0.23,0
227,004,Ward_2,2019-10-04 11:00:37.425115,12,0.2,0
228,008,Ward_6,2019-10-04 11:00:39.344891,19,0.95,1
229,005,Ward_3,2019-10-04 11:00:50.546753,17,0.21,0
230,004,Ward_2,2019-10-04 11:00:52.716242,11,0.18,0
231,005,Ward_3,2019-10-04 11:00:57.907556,16,0.2,0
232,001,A_and_E,2019-10-04 11:01:00.000000,5,0.1,0
233,007,Ward_5,2019-10-04 11:01:02.503007,21,0.6,0
234,005,Ward_3,2019-10-04 11:01:19.859356,15,0.19,0
235,007,Ward_5,2019-10-04 11:01:25.595545,20,0.57,0
236,007,Ward_5,2019-10-04 11:01:27.070528,19,0.54,0
237,007,Ward_5,2019-10-04 11:01:34.651012,18,0.51,0
238,005,Ward_3,2019-10-04 11:01:51.413767,14,0.17,0
239,008,Ward_6,2019-10-04 11:02:01.161781,19,0.95,0
240,008,Ward_6,2019-10-04 11:02:12.650927,18,0.9,0
241,008,Ward_6,2019-10-04 11:02:20.104371,17,0.85,0
242,007,Ward_5,2019-10-04 11:02:21.876191,17,0.49,0
243,008,Ward_6,2019-10-04 11:02:45.167151,16,0.8,0
244,008,Ward_6,2019-10-04 11:02:54.752262,15,0.75,0
245,005,Ward_3,2019-10-04 11:03:20.147744,13,0.16,0
246,007,Ward_5,2019-10-04 11:03:25.947609,16,0.46,0
247,007,Ward_5,2019-10-04 11:03:54.437491,15,0.43,0
248,005,Ward_3,2019-10-04 11:03:57.502672,12,0.15,0
249,005,Ward_3,2019-10-04 11:03:58.219765,11,0.14,0
250,007,Ward_5,2019-10-04 11:04:17.294832,14,0.4,0
251,005,Ward_3,2019-10-04 11:04:18.077513,10,0.12,0
252,004,Ward_2,2019-10-04 11:04:30.289055,10,0.17,0
253,008,Ward_6,2019-10-04 11:04:36.865156,14,0.7,0
254,004,Ward_2,2019-10-04 11:04:44.700724,9,0.15,0
255,007,Ward_5,2019-10-04 11:05:17.813844,13,0.37,0
256,008,Ward_6,2019-10-04 11:05:21.071300,13,0.65,0
257,004,Ward_2,2019-10-04 11:05:45.316763,8,0.13,0
258,007,Ward_5,2019-10-04 11:06:09.526377,12,0.34,0
259,004,Ward_2,2019-10-04 11:06:14.417153,7,0.12,0
260,004,Ward_2,2019-10-04 11:06:31.541933,6,0.1,0
261,004,Ward_2,2019-10-04 11:06:35.734093,5,0.08,0
262,005,Ward_3,2019-10-04 11:06:54.199386,9,0.11,0
263,005,Ward_3,2019-10-04 11:06:56.176919,8,0.1,0
264,005,Ward_3,2019-10-04 11:07:05.223751,7,0.09,0
265,007,Ward_5,2019-10-04 11:07:27.233728,11,0.31,0
266,008,Ward_6,2019-10-04 11:07:38.731842,12,0.6,0
267,004,Ward_2,2019-10-04 11:08:04.282006,4,0.07,0
268,005,Ward_3,2019-10-04 11:08:19.225577,6,0.07,0
269,005,Ward_3,2019-10-04 11:08:28.324659,5,0.06,0
270,007,Ward_5,2019-10-04 11:08:41.883990,10,0.29,0
271,007,Ward_5,2019-10-04 11:08:55.139627,9,0.26,0
272,007,Ward_5,2019-10-04 11:09:00.694285,8,0.23,0
273,004,Ward_2,2019-10-04 11:09:11.094720,3,0.05,0
274,008,Ward_6,2019-10-04 11:09:14.047562,11,0.55,0
275,008,Ward_6,2019-10-04 11:09:39.872368,10,0.5,0
276,005,Ward_3,2019-10-04 11:09:43.338128,4,0.05,0
277,001,A_and_E,2019-10-04 11:10:00.000000,6,0.12,0
278,008,Ward_6,2019-10-04 11:10:30.648676,9,0.45,0
279,004,Ward_2,2019-10-04 11:11:14.617383,2,0.03,0
280,005,Ward_3,2019-10-04 11:11:17.735101,3,0.04,0
281,007,Ward_5,2019-10-04 11:11:27.231333,7,0.2,0
282,008,Ward_6,2019-10-04 11:11:49.785895,8,0.4,0
283,007,Ward_5,2019-10-04 11:12:06.773228,6,0.17,0
284,005,Ward_3,2019-10-04 11:13:15.462420,2,0.03,0
285,007,Ward_5,2019-10-04 11:13:17.037475,5,0.14,0
286,004,Ward_2,2019-10-04 11:14:02.147654,1,0.02,0
287,005,Ward_3,2019-10-04 11:14:59.493254,1,0.01,0
288,004,Ward_2,2019-10-04 11:15:53.993611,0,0.0,0
289,005,Ward_3,2019-10-04 11:18:25.490796,0,0.0,0
290,008,Ward_6,2019-10-04 11:18:38.169162,7,0.35,0
291,008,Ward_6,2019-10-04 11:21:01.439498,6,0.3,0
292,001,A_and_E,2019-10-04 11:27:00.000000,7,0.14,0
293,007,Ward_5,2019-10-04 11:27:00.000000,6,0.17,0
294,001,A_and_E,2019-10-04 11:27:00.000000,6,0.12,0
295,001,A_and_E,2019-10-04 11:33:00.000000,7,0.14,0
296,001,A_and_E,2019-10-04 11:41:00.000000,8,0.16,0
297,002,Elective,2019-10-04 11:45:00.000000,3,0.12,0
298,003,Ward_1,2019-10-04 11:55:06.828005,2,0.04,0
299,001,A_and_E,2019-10-04 11:55:06.828005,7,0.14,0
300,007,Ward_5,2019-10-04 12:06:41.034869,7,0.2,0
301,001,A_and_E,2019-10-04 12:06:41.034869,6,0.12,0
302,002,Elective,2019-10-04 12:10:00.000000,4,0.16,0
303,007,Ward_5,2019-10-04 12:18:20.290842,8,0.23,0
304,001,A_and_E,2019-10-04 12:18:20.290842,5,0.1,0
305,002,Elective,2019-10-04 12:25:00.000000,5,0.2,0
306,001,A_and_E,2019-10-04 12:25:00.000000,6,0.12,0
307,001,A_and_E,2019-10-04 12:32:00.000000,7,0.14,0
308,007,Ward_5,2019-10-04 12:32:17.595192,7,0.2,0
309,004,Ward_2,2019-10-04 12:35:23.702437,1,0.02,0
310,001,A_and_E,2019-10-04 12:35:23.702437,6,0.12,0
311,003,Ward_1,2019-10-04 12:38:49.923843,3,0.07,0
312,001,A_and_E,2019-10-04 12:38:49.923843,5,0.1,0
313,008,Ward_6,2019-10-04 12:39:34.470778,5,0.25,0
314,008,Ward_6,2019-10-04 12:42:13.932678,4,0.2,0
315,007,Ward_5,2019-10-04 12:47:31.999823,6,0.17,0
316,007,Ward_5,2019-10-04 12:51:33.686183,5,0.14,0
317,007,Ward_5,2019-10-04 12:53:52.943054,4,0.11,0
318,008,Ward_6,2019-10-04 12:57:26.512095,3,0.15,0
319,008,Ward_6,2019-10-04 12:58:20.125828,2,0.1,0
320,006,Ward_4,2019-10-04 12:59:30.289382,1,0.01,0
321,002,Elective,2019-10-04 12:59:30.289382,4,0.16,0
322,006,Ward_4,2019-10-04 12:59:35.740699,2,0.03,0
323,002,Elective,2019-10-04 12:59:35.740699,3,0.12,0
324,006,Ward_4,2019-10-04 12:59:49.201802,3,0.04,0
325,002,Elective,2019-10-04 12:59:49.201802,2,0.08,0
326,008,Ward_6,2019-10-04 13:01:26.529733,1,0.05,0
327,008,Ward_6,2019-10-04 13:01:48.633334,0,0.0,0
328,007,Ward_5,2019-10-04 13:03:10.988726,3,0.09,0
329,002,Elective,2019-10-04 13:27:00.000000,3,0.12,0
330,002,Elective,2019-10-04 13:30:00.000000,4,0.16,0
331,007,Ward_5,2019-10-04 13:31:41.121396,4,0.11,0
332,001,A_and_E,2019-10-04 13:31:41.121396,4,0.08,0
333,006,Ward_4,2019-10-04 13:32:17.072003,4,0.06,0
334,002,Elective,2019-10-04 13:32:17.072003,3,0.12,0
335,001,A_and_E,2019-10-04 13:39:00.000000,5,0.1,0
336,007,Ward_5,2019-10-04 13:40:11.272307,5,0.14,0
337,001,A_and_E,2019-10-04 13:40:11.272307,4,0.08,0
338,006,Ward_4,2019-10-04 13:50:06.550268,5,0.07,0
339,002,Elective,2019-10-04 13:50:06.550268,2,0.08,0
340,001,A_and_E,2019-10-04 13:56:00.000000,5,0.1,0
341,002,Elective,2019-10-04 14:09:00.000000,3,0.12,0
342,007,Ward_5,2019-10-04 14:14:25.727020,6,0.17,0
343,001,A_and_E,2019-10-04 14:14:25.727020,4,0.08,0
344,002,Elective,2019-10-04 14:27:00.000000,4,0.16,0
345,006,Ward_4,2019-10-04 14:29:44.491925,6,0.09,0
346,002,Elective,2019-10-04 14:29:44.491925,3,0.12,0
347,002,Elective,2019-10-04 14:30:00.000000,4,0.16,0
348,007,Ward_5,2019-10-04 14:41:02.166642,7,0.2,0
349,001,A_and_E,2019-10-04 14:41:02.166642,3,0.06,0
350,006,Ward_4,2019-10-04 14:46:24.448758,7,0.1,0
351,002,Elective,2019-10-04 14:46:24.448758,3,0.12,0
352,006,Ward_4,2019-10-04 14:54:17.100917,8,0.11,0
353,002,Elective,2019-10-04 14:54:17.100917,2,0.08,0
354,006,Ward_4,2019-10-04 15:03:04.015574,9,0.13,0
355,002,Elective,2019-10-04 15:03:04.015574,1,0.04,0
356,001,A_and_E,2019-10-04 15:05:00.000000,4,0.08,0
357,006,Ward_4,2019-10-04 15:14:07.772200,10,0.14,0
358,002,Elective,2019-10-04 15:14:07.772200,0,0.0,0
359,001,A_and_E,2019-10-04 15:18:00.000000,5,0.1,0
360,003,Ward_1,2019-10-04 15:18:00.000000,4,0.09,0
361,001,A_and_E,2019-10-04 15:18:00.000000,4,0.08,0
362,002,Elective,2019-10-04 16:07:00.000000,1,0.04,0
363,001,A_and_E,2019-10-04 16:10:00.000000,5,0.1,0
364,007,Ward_5,2019-10-04 16:10:00.000000,8,0.23,0
365,001,A_and_E,2019-10-04 16:10:00.000000,4,0.08,0
366,001,A_and_E,2019-10-04 16:14:00.000000,5,0.1,0
367,002,Elective,2019-10-04 16:14:00.000000,2,0.08,0
368,001,A_and_E,2019-10-04 16:20:00.000000,6,0.12,0
369,007,Ward_5,2019-10-04 16:24:02.972793,9,0.26,0
370,001,A_and_E,2019-10-04 16:24:02.972793,5,0.1,0
371,001,A_and_E,2019-10-04 17:15:00.000000,6,0.12,0
372,001,A_and_E,2019-10-04 17:30:00.000000,7,0.14,0
373,001,A_and_E,2019-10-04 18:01:00.000000,8,0.16,0
374,001,A_and_E,2019-10-04 18:54:00.000000,9,0.18,0
375,001,A_and_E,2019-10-04 18:56:00.000000,10,0.2,0
376,002,Elective,2019-10-04 19:14:00.000000,3,0.12,0
377,001,A_and_E,2019-10-04 19:24:00.000000,11,0.22,0
378,001,A_and_E,2019-10-04 19:29:00.000000,12,0.24,0
379,002,Elective,2019-10-04 19:29:00.000000,4,0.16,0
380,001,A_and_E,2019-10-04 19:36:00.000000,13,0.26,0
381,001,A_and_E,2019-10-04 19:37:00.000000,14,0.28,0
382,001,A_and_E,2019-10-04 20:22:00.000000,15,0.3,0
383,002,Elective,2019-10-04 20:31:00.000000,5,0.2,0
384,002,Elective,2019-10-04 20:34:00.000000,6,0.24,0
385,001,A_and_E,2019-10-04 20:46:00.000000,16,0.32,0
386,002,Elective,2019-10-04 20:48:00.000000,7,0.28,0
387,002,Elective,2019-10-04 21:11:00.000000,8,0.32,0
388,001,A_and_E,2019-10-04 21:26:00.000000,17,0.34,0
389,001,A_and_E,2019-10-04 21:54:00.000000,18,0.36,0
390,002,Elective,2019-10-04 21:55:00.000000,9,0.36,0
391,001,A_and_E,2019-10-04 21:56:00.000000,19,0.38,0
392,002,Elective,2019-10-04 22:03:00.000000,10,0.4,0
393,001,A_and_E,2019-10-04 22:04:00.000000,20,0.4,0
394,002,Elective,2019-10-04 22:09:00.000000,11,0.44,0
395,001,A_and_E,2019-10-04 22:19:00.000000,21,0.42,0
396,002,Elective,2019-10-04 22:48:00.000000,12,0.48,0
397,002,Elective,2019-10-04 23:11:00.000000,13,0.52,0
398,002,Elective,2019-10-04 23:14:00.000000,14,0.56,0
399,002,Elective,2019-10-04 23:43:00.000000,15,0.6,0
400,002,Elective,2019-10-04 23:44:00.000000,16,0.64,0
401,002,Elective,2019-10-04 23:54:00.000000,17,0.68,0
402,001,A_and_E,2019-10-04 23:54:00.000000,22,0.44,0
403,001,A_and_E,2019-10-04 23:57:00.000000,23,0.46,0
404,002,Elective,2019-10-05 00:10:00.000000,18,0.72,0
405,001,A_and_E,2019-10-05 00:16:00.000000,24,0.48,0
406,001,A_and_E,2019-10-05 00:53:00.000000,25,0.5,0
407,001,A_and_E,2019-10-05 01:14:00.000000,26,0.52,0
408,002,Elective,2019-10-05 01:41:00.000000,19,0.76,0
409,001,A_and_E,2019-10-05 01:44:00.000000,27,0.54,0
410,002,Elective,2019-10-05 01:49:00.000000,20,0.8,0
411,001,A_and_E,2019-10-05 01:59:00.000000,28,0.56,0
